Reverend	Reverend	n-jn	Reverend	reverend	0
and	and	cc	and	and	0
Honoured	Honoured	j-vvn	Honoured	honour	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
THe	THe	dt	THe	the	0
Ambassadour	Ambassadour	n1	Ambassador	ambassador	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Germany	Germany	np1	Germany	Germany	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
sent	sent	vvn	sent	send	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
Emperor	Emperor	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Turks	Turks	np1	Turks	Turks	0
writes	writes	vvz	writes	write	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
saw	saw	vvd	saw	see	0
at	at	p-acp	at	at	0
Con	Con	np1	Con	Con	0
∣	∣	sy	∣	∣	0
stantinople	stantinople	n1	stantinople	stantinople	0
an	an	cs	and	an	0
Embleme	Embleme	n1	Emblem	emblem	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
presented	presented	vvn	presented	present	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
Tape	Tape	np1	Tape	Tape	0
∣	∣	sy	∣	∣	0
stry	stry	n1	stry	stry	0
,	,	,	,	,	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
exquisite	exquisite	j	exquisite	exquisite	0
work	work	n1	work	work	0
,	,	,	,	,	0
containing	containing	vvg	containing	contain	0
four	four	crd	four	four	0
Candle	Candle	n1	Candle	candle	0
∣	∣	sy	∣	∣	0
sticks	sticks	vvz	sticks	stick	0
with	with	p-acp	with	with	0
four	four	crd	four	four	0
Candles	Candles	n2	Candles	candle	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
represented	represented	vvn	represented	represent	0
four	four	crd	four	four	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
Religions	Religions	n2	Religions	religion	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
the	the	dt	the	the	0
Heathenish	Heathenish	j	Heathenish	heathenish	0
,	,	,	,	,	0
the	the	dt	the	the	0
Jewish	Jewish	jp	Jewish	jewish	0
,	,	,	,	,	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Mahometan	Mahometan	jp	Mahometan	mahometan	0
.	.	.	.	.	1
Three	Three	crd	Three	three	0
