THere	THere	pc-acp	THere	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
one	one	pi	one	one	0
doctrine	doctrine	n1	doctrine	doctrine	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
uealed	uealed	vvn	vealed	veal	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
or	or	cc	or	or	0
dispensed	dispensed	vvn	dispensed	dispense	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
and	and	cc	and	and	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
greater	greater	jc	greater	great	0
vse	vse	n1	use	use	0
and	and	cc	and	and	0
consequence	consequence	n1	consequence	consequence	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
,	,	,	,	,	0
then	then	av	then	then	0
is	is	vbz	is	be	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
prescribeth	prescribeth	vvz	prescribeth	prescribe	0
a	a	dt	a	a	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
relee	relee	n1	relee	relee	0
∣	∣	sy	∣	∣	0
uing	uing	zz	uing	uing	0
and	and	cc	and	and	0
rectifying	rectifying	vvg	rectifying	rectify	0
the	the	dt	the	the	0
conscience	conscience	n1	conscience	conscience	0
.	.	.	.	.	1
The	The	dt	The	the	0
benefit	benefit	n1	benefit	benefit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
issueth	issueth	vvz	issueth	issue	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
vnspeakable	vnspeakable	j	unspeakable	unspeakable	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
first	first	ord	first	first	0
,	,	,	,	,	0
it	it	pn31	it	it	0
serueth	serueth	vvz	serveth	serve	0
to	to	p-acp	to	to	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
couer	couer	vvi	cover	cover	0
the	the	dt	the	the	0
cure	cure	n1	cure	cure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
dangerousest	dangerousest	js	dangerousest	dangerous	0
sore	sore	n1	soar	sore	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
wound	wound	n1	wound	wound	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
how	how	c-crq	how	how	0
great	great	j	great	great	0
a	a	dt	a	a	0
crosse	crosse	n1	cross	cross	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
man	man	n1	man	man	0
reporteth	reporteth	vvz	reporteth	report	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
manProu	manProu	np1	manProu	manProu	0
.	.	.	.	.	1
18.	18.	crd	18.	18.	0
14.	14.	crd	14.	14.	0
will	will	vmb	will	will	0
sustaine	sustaine	vvi	sustain	sustain	0
his	his	po31	his	his	0
infirmitie	infirmitie	n1	infirmity	infirmity	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
wounded	wounded	j-vvn	wounded	wound	0
Spirit	Spirit	n1	Spirit	spirit	0
who	who	r-crq	who	who	0
can	can	vmb	can	can	0
beare	beare	vvi	bear	bear	0
it	it	pn31	it	it	0
?	?	?	?	?	1
And	And	cc	And	and	0
his	his	po31	his	his	0
