Honourable	Honourable	j	Honourable	honourable	0
and	and	cc	and	and	0
Worthy	Worthy	j	Worthy	worthy	0
,	,	,	,	,	0
AS	AS	p-acp	AS	as	0
the	the	dt	the	the	0
LORD	LORD	n1	LORD	lord	0
represented	represented	vvn	represented	represent	0
these	these	d	these	these	0
truths	truths	n2	truths	truth	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Mi	Mi	fw-mi	Mi	mi	0
∣	∣	sy	∣	∣	0
nistery	nistery	n1	nistery	nistery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
;	;	;	;	;	0
so	so	av	so	so	0
now	now	av	now	now	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
gain	gain	n1	gain	gain	0
,	,	,	,	,	0
He	He	pns31	He	he	0
offers	offers	vvz	offers	offer	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
se	se	fw-mi	se	se	0
∣	∣	sy	∣	∣	0
cond	cond	zz	cond	cond	0
consideration	consideration	n1	consideration	consideration	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Prin	Prin	n1	Prin	prin	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
Book	Book	n1	Book	book	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
say	say	vvi	say	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
LORD's	LORD's	ng1	LORD's	lord	0
voyce	voyce	n1	voice	voice	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
move	move	vvi	move	move	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
regard	regard	vvi	regard	regard	0
it	it	pn31	it	it	0
;	;	;	;	;	0
though	though	cs	though	though	0
Satan	Satan	np1	Satan	Satan	0
hath	hath	vhz	hath	have	0
mightily	mightily	av-j	mightily	mighty	0
bestirr'd	bestirr'd	vvn	bestirred	bestir	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
casting	casting	vvg	casting	cast	0
an	an	dt	and	a	0
ill	ill	j-jn	ill	ill	0
Vizzard	Vizzard	n1	Vizard	vizard	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
dislike	dislike	vvb	dislike	dislike	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
like	like	vvb	like	like	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
the	the	dt	the	the	0
worse	worse	jc	worse	worse	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Face	Face	n1	Face	face	0
spit	spit	vvb	spit	spit	0
on	on	a-acp	on	on	0
and	and	cc	and	and	0
buffeted	buffeted	vvn	buffeted	buffet	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
want	want	vvi	want	want	0
a	a	dt	a	a	0
SAVIOUR	SAVIOUR	n1	SAVIOUR	saviour	0
:	:	:	:	:	0
And	And	cc	And	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
like	like	vvb	like	like	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
the	the	dt	the	the	0
worse	worse	jc	worse	worse	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
scratcht	scratcht	vvd	scratched	scratch	0
Face	Face	n1	Face	face	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
make	make	vvi	make	make	0
your	your	po22	your	your	0
dwel	dwel	vvi	dwell	dwell	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
place	place	n1	place	place	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Errour	Errour	n1	Error	error	0
&	&	cc	&	and	0
Humane	Humane	j	Humane	humane	0
Doctrines	Doctrines	n2	Doctrines	doctrine	0
,	,	,	,	,	0
wch	wch	r-crq	which	which	0
are	are	vbr	are	be	0
all	all	d	all	all	0
one	one	pi	one	one	0
.	.	.	.	.	1
Micaiah	Micaiah	np1	Micaiah	Micaiah	0
had	had	vhd	had	have	0
no	no	av-dx	no	no	0
sooner	sooner	av-c	sooner	soon	0
delivered	delivered	vvn	delivered	deliver	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
False	False	j	False	false	0
Prophet	Prophet	n1	Prophet	prophet	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
smite	smite	vvi	smite	smite	0
him	him	pno31	him	he	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
face	face	n1	face	face	0
:	:	:	:	:	0
the	the	dt	the	the	0
LORD	LORD	n1	LORD	lord	0
no	no	av-dx	no	no	0
sooner	sooner	av-c	sooner	soon	0
prepares	prepares	vvz	prepares	prepare	0
Instruments	Instruments	n2	Instruments	instrument	0
to	to	pc-acp	to	to	0
reveale	reveale	vvi	reveal	reveal	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Satan	Satan	np1	Satan	Satan	0
hath	hath	vhz	hath	have	0
his	his	po31	his	his	0
instruments	instruments	n2	instruments	instrument	0
,	,	,	,	,	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
turn	turn	vvi	turn	turn	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
lye	lye	n1	lie	lie	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
GOD	GOD	np1	GOD	God	0
suffers	suffers	vvz	suffers	suffer	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
exercise	exercise	vvi	exercise	exercise	0
your	your	po22	your	your	0
skill	skill	n1	skill	skill	0
and	and	cc	and	and	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
learn	learn	vvi	learn	learn	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
offended	offended	vvn	offended	offend	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
and	and	cc	and	and	0
love	love	vvi	love	love	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
not	not	xx	not	not	0
∣	∣	sy	∣	∣	0
withstanding	withstanding	vvg	withstanding	withstand	0
all	all	d	all	all	0
the	the	dt	the	the	0
indignities	indignities	n2	indignities	indignity	0
and	and	cc	and	and	0
reproaches	reproaches	n2	reproaches	reproach	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
you	you	pn22	you	you	0
reade	reade	vvb	read	read	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
anointing	anointing	vvg	anointing	anoint	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
herein	herein	av	herein	herein	0
contained	contained	vvn	contained	contain	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
prevaile	prevaile	vvi	prevail	prevail	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
that	that	cst	that	that	0
belong	belong	vvb	belong	belong	0
to	to	p-acp	to	to	0
GOD	GOD	np1	GOD	God	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
;	;	;	;	;	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
care	care	n1	care	care	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
successe	successe	n1	success	success	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
trust	trust	vvi	trust	trust	0
GOD	GOD	np1	GOD	God	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Word	Word	n1	Word	word	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
weak	weak	j	weak	weak	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
on	on	p-acp	on	on	0
that	that	d	that	that	0
;	;	;	;	;	0
so	so	av	so	so	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
mighty	mighty	j	mighty	mighty	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
on	on	p-acp	on	on	0
