Beloved	Beloved	j-vvn	Beloved	belove	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
following	following	j-vvg	following	follow	0
Sermons	Sermons	n2	Sermons	sermon	0
,	,	,	,	,	0
formerly	formerly	av-j	formerly	former	0
preached	preached	vvn	preached	preach	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
are	are	vbr	are	be	0
now	now	av	now	now	0
made-publick	made-publick	j	made-publick	made-publick	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stir	stir	vvi	stir	stir	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
minds	minds	n2	minds	mind	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Remembrance	Remembrance	n1	Remembrance	remembrance	0
;	;	;	;	;	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
pattern	pattern	n1	pattern	pattern	0
,	,	,	,	,	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
Peter	Peter	np1	Peter	Peter	0
,	,	,	,	,	0
the	the	dt	the	the	0
great	great	j	great	great	0
Doctor	Doctor	n1	Doctor	doctor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Circumcision	Circumcision	n1	Circumcision	circumcision	0
,	,	,	,	,	0
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	1
3.1	3.1	crd	3.1	3.1	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
these	these	d	these	these	0
Discourses	Discourses	n2	Discourses	discourse	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Original	Original	j-jn	Original	original	0
Sin	Sin	n1	since	sin	0
,	,	,	,	,	0
represen	represen	fw-mi	represen	represen	0
∣	∣	sy	∣	∣	0
ted	ted	vvn	ted	t	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
view	view	n1	view	view	0
:	:	:	:	:	0
a	a	dt	a	a	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
its	its	po31	its	its	0
difficulties	difficulties	n2	difficulties	difficulty	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
it	it	pn31	it	it	0
depends	depends	vvz	depends	depend	0
so	so	av	so	so	0
much	much	av-d	much	much	0
upon	upon	p-acp	upon	upon	0
Divine	Divine	j-jn	Divine	divine	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
velation	velation	n1	velation	velation	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Saying	Saying	vvg	Saying	say	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
,	,	,	,	,	0
touching	touching	vvg	touching	touch	0
this	this	d	this	this	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
Nihil	Nihil	fw-la	Nihil	nihil	0
ad	ad	fw-la	ad	ad	0
prae	prae	fw-la	prae	prae	0
∣	∣	sy	∣	∣	0
dicandum	dicandum	fw-la	dicandum	dicandum	0
notius	notius	fw-la	notius	notius	0
,	,	,	,	,	0
nihil	nihil	fw-la	nihil	nihil	0
ad	ad	fw-la	ad	ad	0
intelligendum	intelligendum	fw-la	intelligendum	intelligendum	0
secretius	secretius	fw-la	secretius	secretius	0
;	;	;	;	;	0
i	i	uh	i	i	0
.	.	.	.	.	1
e	e	sy	e	e	0
.	.	.	.	.	1
Nothing	Nothing	pix	Nothing	nothing	0
more	more	av-dc	more	more	0
known	known	vvn	known	know	0
than	than	cs	than	than	0
this	this	d	this	this	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
difficult	difficult	j	difficult	difficult	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
understood	understood	vvn	understood	understand	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
Easy	Easy	j	Easy	easy	0
,	,	,	,	,	0
