BEloved	BEloved	j-vvn	BEloved	belove	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
publick	publick	j	public	public	0
and	and	cc	and	and	0
private	private	j	private	private	0
salutations	salutations	n2	salutations	salutation	0
are	are	vbr	are	be	0
Christian	Christian	njp	Christian	christian	0
duties	duties	n2	duties	duty	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
upon	upon	p-acp	upon	upon	0
all	all	d	all	all	0
men	men	n2	men	man	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Apo	Apo	p-acp	Upon	upon	0
∣	∣	sy	∣	∣	0
stle	stle	n1	stle	stle	0
S.	S.	n1	S.	saint	0
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
the	the	dt	the	the	0
time	time	n1	time	time	0
or	or	cc	or	or	0
frequency	frequency	n1	frequency	frequency	0
thereof	thereof	av	thereof	thereof	0
unlimited	unlimited	j	unlimited	unlimited	0
:	:	:	:	:	0
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
even	even	av	even	even	0
now	now	av	now	now	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
putting	putting	vvg	putting	put	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
my	my	po11	my	my	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
works	works	n2	works	work	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
precept	precept	n1	precept	precept	0
am	am	vbm	am	be	0
taught	taught	vvn	taught	teach	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
hereby	hereby	av	hereby	hereby	0
send	send	vvi	send	send	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
salutation	salutation	n1	salutation	salutation	0
,	,	,	,	,	0
greeting	greeting	vvg	greeting	greet	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Almighty	Almighty	j-jn	Almighty	almighty	0
,	,	,	,	,	0
giving	giving	vvg	giving	give	0
you	you	pn22	you	you	0
thanks	thanks	n2	thanks	thank	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
loving	loving	j-vvg	loving	love	0
society	society	n1	society	society	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
found	found	vvn	found	find	0
and	and	cc	and	and	0
respectively	respectively	av-j	respectively	respective	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
joyed	joyed	vvd	joyed	joy	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
fourty	fourty	crd	fourty	forty	0
years	years	n2	years	year	0
past	past	j	past	past	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
this	this	d	this	this	0
present	present	n1	present	present	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
your	your	po22	your	your	0
good	good	j	good	good	0
likings	likings	n2-vvg	likings	like	0
and	and	cc	and	and	0
well	well	n1	well	well	0
approvings	approvings	n2	approvings	approving	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
former	former	j	former	former	0
works	works	n2	works	work	0
and	and	cc	and	and	0
editions	editions	n2	editions	edition	0
yet	yet	av	yet	yet	0
extant	extant	j	extant	extant	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
;	;	;	;	;	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
my	my	po11	my	my	0
Surgeons	Surgeons	ng1	Surgeons	surgeon	0
Mate	Mate	n1	Mate	mate	0
and	and	cc	and	and	0
Viaticum	Viaticum	np1	Viaticum	Viaticum	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
revised	revised	vvd	revised	revise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
here	here	av	here	here	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
other	other	j-jn	other	other	0
works	works	n2	works	work	0
)	)	)	)	)	0
again	again	av	again	again	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lished	lished	j-vvn	lished	lish	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
penned	penned	vvn	penned	pen	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
younger	younger	jc	younger	young	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
Surgeons	Surgeons	n2	Surgeons	surgeon	0
,	,	,	,	,	0
your	your	po22	your	your	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
vants	vants	vvz	vaunts	vaunt	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
