Dear	Dear	j-jn	Dear	dear	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
YOU	YOU	pn22	YOU	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
acquaint	acquaint	vvb	acquaint	acquaint	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Original	Original	j-jn	Original	original	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Revival	Revival	n1	Revival	revival	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
:	:	:	:	:	0
Your	Your	po22	Your	your	0
especial	especial	j	especial	especial	0
concern	concern	vvb	concern	concern	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Character	Character	n1	Character	character	0
and	and	cc	and	and	0
Account	Account	vvb	Account	account	0
given	given	vvn	given	give	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Life	Life	n1	Life	life	0
and	and	cc	and	and	0
Death	Death	n1	Death	death	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Grand-Father	Grand-Father	n1	Grand-Father	grandfather	0
(	(	(	(	(	0
our	our	po12	our	our	0
Father	Father	n1	Father	father	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Epistle	Epistle	n1	Epistle	epistle	0
Dedi	Dedi	fw-la	Dedi	dedi	0
∣	∣	sy	∣	∣	0
catory	catory	j	catory	catory	0
prefixed	prefixed	vvn	prefixed	prefix	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
:	:	:	:	:	0
and	and	cc	and	and	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
though	though	cs	though	though	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
advantage	advantage	n1	advantage	advantage	0
of	of	pp-f	of	of	0
knowing	knowing	vvg	knowing	know	0
him	him	pno31	him	he	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
a	a	dt	a	a	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
(	(	(	(	(	0
he	he	pns31	he	he	0
being	being	vbg	being	be	0
taken	taken	vvn	taken	take	0
away	away	av	away	away	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
tender	tender	j	tender	tender	0
Age	Age	n1	Age	age	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
full	full	j	full	full	0
assurance	assurance	n1	assurance	assurance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Testimony	Testimony	n1	Testimony	testimony	0
given	given	vvn	given	give	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Epistle	Epistle	n1	Epistle	epistle	0
following	following	vvg	following	follow	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
