Honour'd	Honour'd	j-vvn	Honoured	honour	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
EMinent	EMinent	j	EMinent	eminent	0
Wit	Wit	n1	Wit	wit	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
than	than	cs	than	than	0
Emi	Emi	np1	Emi	Emi	0
∣	∣	sy	∣	∣	0
nent	nent	n1	nent	nent	0
Beauty	Beauty	n1	Beauty	beauty	0
,	,	,	,	,	0
can	can	vmb	can	can	0
escape	escape	vvi	escape	escape	0
the	the	dt	the	the	0
Trouble	Trouble	n1	Trouble	trouble	0
and	and	cc	and	and	0
Presumption	Presumption	n1	Presumption	presumption	0
of	of	pp-f	of	of	0
Addresses	Addresses	n2	Addresses	address	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
can	can	vmb	can	can	0
strike	strike	vvi	strike	strike	0
every	every	d	every	every	0
body	body	n1	body	body	0
with	with	p-acp	with	with	0
Wonder	Wonder	n1	Wonder	wonder	0
,	,	,	,	,	0
can	can	vmb	can	can	0
never	never	av-x	never	never	0
avoid	avoid	vvi	avoid	avoid	0
the	the	dt	the	the	0
Praise	Praise	n1	Praise	praise	0
which	which	r-crq	which	which	0
naturally	naturally	av-j	naturally	natural	0
flows	flows	vvz	flows	flow	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
Wonder	Wonder	n1	Wonder	wonder	0
:	:	:	:	:	0
And	And	cc	And	and	0
Hea	Hea	zz	Hea	hea	0
∣	∣	sy	∣	∣	0
ven	ven	c-crq	ven	when	0
is	is	vbz	is	be	0
forc'd	forc'd	vvn	forced	force	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
the	the	dt	the	the	0
Addresses	Addresses	n2	Addresses	address	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
Praises	Praises	n2	Praises	praise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Poor	Poor	j	Poor	poor	0
as	as	c-acp	as	as	0
Rich	Rich	j	Rich	rich	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Igno	Igno	np1	Igno	Igno	0
∣	∣	sy	∣	∣	0
rant	rant	vvi	rant	rant	0
as	as	c-acp	as	as	0
Learned	Learned	j	Learned	learned	0
,	,	,	,	,	0
and	and	cc	and	and	0
takes	takes	vvz	takes	take	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
rewards	rewards	n2	rewards	reward	0
,	,	,	,	,	0
the	the	dt	the	the	0
officious	officious	j	officious	officious	0
,	,	,	,	,	0
tho'	tho'	cs	though	though	0
perhaps	perhaps	av	perhaps	perhaps	0
impertinent	impertinent	j	impertinent	impertinent	0
Zeal	Zeal	n1	Zeal	zeal	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
least	least	av-ds	least	least	0
qualify'd	qualify'd	vvn	qualified	qualify	0
Devotees	Devotees	np1	Devotees	Devotees	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
tho'	tho'	cs	though	though	0
your	your	po22	your	your	0
Merits	Merits	n2	Merits	merit	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Applause	Applause	n1	Applause	applause	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Learned	Learned	j	Learned	learned	0
and	and	cc	and	and	0
Witty	Witty	j	Witty	witty	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
your	your	po22	your	your	0
Generosity	Generosity	n1	Generosity	generosity	0
will	will	vmb	will	will	0
judge	judge	vvi	judge	judge	0
favourably	favourably	av-j	favourably	favourable	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
untaught	untaught	j	untaught	untaught	0
Zeal	Zeal	n1	Zeal	zeal	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
humbler	humbler	jc	humbler	humble	0
Admirer	Admirer	n1	Admirer	admirer	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
do	do	vdi	do	do	0
your	your	po22	your	your	0
eminent	eminent	j	eminent	eminent	0
Vertues	Vertues	n2	Virtues	virtue	0
compel	compel	vvi	compel	compel	0
.	.	.	.	.	1
The	The	dt	The	the	0
Beautiful	Beautiful	j	Beautiful	beautiful	0
will	will	vmb	will	will	0
permit	permit	vvi	permit	permit	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
despicable	despicable	j	despicable	despicable	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Admirers	Admirers	n2	Admirers	admirer	0
to	to	pc-acp	to	to	0
love	love	vvi	love	love	0
them	them	pno32	them	they	0
,	,	,	,	,	0
tho'	tho'	cs	though	though	0
they	they	pns32	they	they	0
never	never	av-x	never	never	0
intend	intend	vvb	intend	intend	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
him	him	pno31	him	he	0
happy	happy	j	happy	happy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
unworthy	unworthy	j	unworthy	unworthy	0
their	their	po32	their	their	0
Care	Care	n1	Care	care	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
angry	angry	j	angry	angry	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
fatal	fatal	j	fatal	fatal	0
Effect	Effect	vvb	Effect	effect	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
Eyes	Eyes	n2	Eyes	eye	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
want	want	vvb	want	want	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
merit	merit	vvi	merit	merit	0
your	your	po22	your	your	0
Regard	Regard	n1	Regard	regard	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
my	my	po11	my	my	0
Authoress	Authoress	n1	Authoress	authoress	0
will	will	vmb	will	will	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
measure	measure	n1	measure	measure	0
supply	supply	vvi	supply	supply	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
to	to	pc-acp	to	to	0
lessen	lessen	vvi	lessen	lessen	0
my	my	po11	my	my	0
Presumption	Presumption	n1	Presumption	presumption	0
in	in	p-acp	in	in	0
prefixing	prefixing	vvg	prefixing	prefix	0
your	your	po22	your	your	0
Name	Name	n1	Name	name	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Posthumous	Posthumous	np1	Posthumous	Posthumous	0
Piece	Piece	n1	Piece	piece	0
of	of	pp-f	of	of	0
hers	hers	png31	hers	she	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
all	all	d	all	all	0
the	the	dt	the	the	0
Men	Men	n2	Men	man	0
of	of	pp-f	of	of	0
Wit	Wit	n1	Wit	wit	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
her	her	po31	her	her	0
Contemporaries	Contemporaries	n2-jn	Contemporaries	contemporary	0
,	,	,	,	,	0
look'd	look'd	vvd	looked	look	0
on	on	a-acp	on	on	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Wonder	Wonder	n1	Wonder	wonder	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Sex	Sex	n1	Sex	sex	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Performances	Performances	n2	Performances	performance	0
has	has	vhz	has	have	0
she	she	pns31	she	she	0
shew'd	shew'd	vvn	showed	show	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
Mastery	Mastery	n1	Mastery	mastery	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
Novels	Novels	n2	Novels	novel	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
Nature	Nature	n1	Nature	nature	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
ways	ways	n2	ways	way	0
prevails	prevails	vvz	prevails	prevail	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
true	true	j	true	true	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
so	so	av	so	so	0
like	like	av-j	like	like	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
the	the	dt	the	the	0
business	business	n1	business	business	0
every	every	d	every	every	0
jot	jot	n1	jot	jot	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
.	.	.	.	.	1
This	This	d	This	this	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
will	will	vmb	will	will	0
induce	induce	vvi	induce	induce	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
my	my	po11	my	my	0
Presumption	Presumption	n1	Presumption	presumption	0
in	in	p-acp	in	in	0
dedicating	dedicating	j-vvg	dedicating	dedicate	0
this	this	d	this	this	0
No	No	uh-dx	No	no	0
∣	∣	sy	∣	∣	0
vel	vel	av	vel	well	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
declaring	declaring	vvg	declaring	declare	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
Place	Place	vvb	Place	place	0
this	this	d	this	this	0
Epistle	Epistle	n1	Epistle	epistle	0
Dedicatory	Dedicatory	j	Dedicatory	dedicatory	0
next	next	ord	next	next	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Title	Title	n1	Title	title	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Blind	Blind	j	Blind	blind	0
Lady	Lady	n1	Lady	lady	0
.	.	.	.	.	1
