Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
THough	THough	cs	THough	though	0
I	I	pns11	I	i	0
esteem	esteem	vvb	esteem	esteem	0
my	my	po11	my	my	0
self	self	n1	self	self	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
deserve	deserve	vvb	deserve	deserve	0
,	,	,	,	,	0
and	and	cc	and	and	0
perhaps	perhaps	av	perhaps	perhaps	0
a	a	dt	a	a	0
little	little	j	little	little	0
more	more	n1	more	moor	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
thank	thank	vvb	thank	thank	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
never	never	av-x	never	never	0
yet	yet	av	yet	yet	0
so	so	av	so	so	0
partial	partial	j	partial	partial	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
or	or	cc	or	or	0
fond	fond	j	found	fond	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
Conceptions	Conceptions	n2	Conceptions	conception	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
the	the	dt	the	the	0
Publication	Publication	n1	Publication	publication	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
an	an	dt	and	a	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
Charity	Charity	n1	Charity	charity	0
,	,	,	,	,	0
either	either	av-d	either	either	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Bookseller	Bookseller	n1	Bookseller	bookseller	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
Dis	Dis	zf	Dis	this	0
∣	∣	sy	∣	∣	0
course	course	n1	course	course	0
,	,	,	,	,	0
I	I	pns11	I	i	0
assure	assure	vvb	assure	assure	0
you	you	pn22	you	you	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
better	better	jc	better	better	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
then	then	av	then	then	0
I	I	pns11	I	i	0
;	;	;	;	;	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
charitabl	charitabl	av-d	charitabl	charitabl	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
kept	kept	vvn	kept	keep	0
it	it	pn31	it	it	0
within	within	p-acp	within	within	0
doors	doors	n2	doors	door	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
open	open	j	open	open	0
Air	Air	n1	Air	air	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
known	known	vvn	known	know	0
many	many	d	many	many	0
wiser	wiser	jc	wiser	wise	0
discourses	discourses	n2	discourses	discourse	0
