ALthough	ALthough	cs	ALthough	although	0
the	the	dt	the	the	0
prejudice	prejudice	n1	prejudice	prejudice	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
prepossessed	prepossessed	vvn	prepossessed	prepossess	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
avouched	avouched	vvn	avouched	avouch	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
,	,	,	,	,	0
the	the	dt	the	the	0
Ingagements	Ingagements	n2	Engagements	engagement	0
whereby	whereby	c-crq	whereby	whereby	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
linked	linked	vvn	linked	link	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Roman	Roman	np1	Roman	Roman	0
See	See	vvb	See	see	0
,	,	,	,	,	0
the	the	dt	the	the	0
Hopes	Hopes	ng1	Hope's	hope	0
that	that	d	that	that	0
it's	it's	pn31|vbz	it's	it|be	0
not	not	xx	not	not	0
unlikely	unlikely	j	unlikely	unlikely	0
you	you	pn22	you	you	0
feed	feed	vvb	feed	feed	0
you	you	pn22	you	you	0
selves	selves	n2	selves	self	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
seeing	seeing	vvg	seeing	see	0
your	your	po22	your	your	0
Native	Native	j-jn	Native	native	0
Countrey	Countrey	n1	Country	country	0
reduced	reduced	vvn	reduced	reduce	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
obedience	obedience	n1	obedience	obedience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Roman	Roman	njp	Roman	roman	0
Papacy	Papacy	n1	Papacy	papacy	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
long	long	j	long	long	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
had	had	vhn	had	have	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fruitlesness	fruitlesness	n1	fruitlessness	fruitlessness	0
of	of	pp-f	of	of	0
Attempts	Attempts	vvz	Attempts	attempt	0
to	to	pc-acp	to	to	0
alter	alter	vvi	altar	alter	0
your	your	po22	your	your	0
Opinion	Opinion	n1	Opinion	opinion	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
gross	gross	j	gross	gross	0
soever	soever	av	soever	soever	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
proved	proved	vvn	proved	prove	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
