IT	IT	pn31	IT	it	0
pleased	pleased	vvd	pleased	please	0
your	your	po22	your	your	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	vvb	nou_r_	nou_r_	0
to	to	pc-acp	to	to	0
fauour	fauour	vvi	favour	favour	0
me	me	pno11	me	i	0
both	both	av-d	both	both	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
and	and	cc	and	and	0
since	since	c-acp	since	since	0
my	my	po11	my	my	0
wayting	wayting	vvg	waiting	wait	0
on	on	p-acp	on	on	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
mai	mai	fw-gr	mai	mai	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
,	,	,	,	,	0
the	the	dt	the	the	0
Earle	Earle	n1	Earl	earl	0
of	of	pp-f	of	of	0
Leycester	Leycester	np1	Leycester	Leycester	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Courte	Courte	n1	Court	court	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
forget	forget	vvi	forget	forget	0
your	your	po22	your	your	0
goodnes	goodnes	n1	goodness	goodness	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
thanke	thanke	vvb	thank	thank	0
God	God	np1	God	God	0
very	very	av	very	very	0
heartily	heartily	av-j	heartily	hearty	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Honourable	Honourable	j	Honourable	honourable	0
both	both	d	both	both	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
affe	affe	n1	affe	ass	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
to	to	p-acp	to	to	0
Gods	Gods	npg1	Gods	God	0
Churche	Churche	n1	Church	church	0
and	and	cc	and	and	0
religi	religi	fw-la	religi	religi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
very	very	av	very	very	0
cleere	cleere	j	clear	clear	0
,	,	,	,	,	0
that	that	cst	that	that	0
many	many	d	many	many	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
friendlye	friendlye	j	friendly	friendly	0
to	to	p-acp	to	to	0
Gods	Gods	npg1	Gods	God	0
trueth	trueth	n1	truth	truth	0
and	and	cc	and	and	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
East	East	n1	East	east	0
winde	winde	n1	wind	wind	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fruites	fruites	n2	fruits	fruit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
:	:	:	:	:	0
I	I	pns11	I	i	0
neede	neede	vvb	need	need	0
not	not	xx	not	not	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
member	member	n1	member	member	0
particulers	particulers	n2-j	particulars	particular	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
so	so	av	so	so	0
greate	greate	j	great	great	0
store	store	n1	store	store	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
)	)	)	)	)	0
swarmes	swarmes	n2	swarms	swarm	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
almighty	almighty	j-jn	almighty	almighty	0
GOD	GOD	np1	GOD	God	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
bridle	bridle	vvi	bridle	bridle	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
did	did	vdd	did	do	0
Sanballat	Sanballat	n1	Sanballat	sanballat	0
,	,	,	,	,	0
the	the	dt	the	the	0
Arrabians	Arrabians	njp2	Arrabians	arrabians	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Ammonites	Ammonites	np2	Ammonites	Ammonite	0
in	in	p-acp	in	in	0
Nehemias	Nehemias	np1	Nehemias	Nehemias	0
time	time	n1	time	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
rayse	rayse	vvi	raise	raise	0
vp	vp	a-acp	up	up	0
excellent	excellent	j	excellent	excellent	0
personages	personages	n2	personages	personage	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
rearing	rearing	vvg	rearing	rear	0
vp	vp	a-acp	up	up	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Churche	Churche	n1	Church	church	0
nowe	nowe	av	now	now	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
did	did	vdd	did	do	0
Ezra	Ezra	np1	Ezra	Ezra	0
,	,	,	,	,	0
Nehemi	Nehemi	fw-it	Nehemi	nehemi	0
∣	∣	sy	∣	∣	0
as	as	a-acp	as	as	0
,	,	,	,	,	0
Zorobabel	Zorobabel	np1	Zorobabel	Zorobabel	0
,	,	,	,	,	0
and	and	cc	and	and	0
Iehoshua	Iehoshua	np1	Iehoshua	Iehoshua	0
,	,	,	,	,	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
the	the	dt	the	the	0
captiuitie	captiuitie	n1	captivity	captivity	0
of	of	pp-f	of	of	0
Babylon	Babylon	np1	Babylon	Babylon	0
,	,	,	,	,	0
Gods	Gods	npg1	Gods	God	0
Church	Church	n1	Church	church	0
shoulde	shoulde	vmd	should	shall	0
goe	goe	vvi	go	go	0
to	to	p-acp	to	to	0
wracke	wracke	n1	wrack	wrack	0
,	,	,	,	,	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
shoulde	shoulde	vmd	should	shall	0
bee	bee	vbi	be	be	0
handeled	handeled	vvn	handled	handle	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
ward	ward	n1	ward	ward	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
Gods	Gods	ng1	Gods	god	0
Church	Church	n1	Church	church	0
is	is	vbz	is	be	0
aliue	aliue	j	alive	alive	0
,	,	,	,	,	0
(	(	(	(	(	0
thankes	thankes	n2	thanks	thanks	0
bee	bee	vbi	be	be	0
to	to	p-acp	to	to	0
GOD	GOD	np1	GOD	God	0
)	)	)	)	)	0
howsoe	howsoe	fw-la	howsoe	howsoe	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
wicked	wicked	j	wicked	wicked	0
men	men	n2	men	man	0
doe	doe	vdb	do	do	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
