MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
THe	THe	dt	THe	the	0
propriety	propriety	n1	propriety	propriety	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Life	Life	n1	Life	life	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
ſimply	ſimply	av-j	ſimply	ſimp	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
common	common	j	common	common	0
Right	Right	j-jn	Right	right	0
inherent	inherent	j	inherent	inherent	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
Crown	Crown	n1	Crown	crown	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
likewiſe	likewiſe	av	likewiſe	likewiſe	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
ſpecial	ſpecial	j	ſpecial	ſpecial	0
and	and	cc	and	and	0
notorious	notorious	j	notorious	notorious	0
Purchaſe	Purchaſe	n1	Purchaſe	purchaſe	0
)	)	)	)	)	0
is	is	vbz	is	be	0
annexed	annexed	vvn	annexed	annex	0
unto	unto	p-acp	unto	unto	0
Your	Your	po22	Your	your	0
Perſon	Perſon	n1	Perſon	perſon	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
ſo	ſo	av	ſo	ſo	0
obliging	obliging	vvg	obliging	oblige	0
a	a	dt	a	a	0
Title	Title	n1	Title	title	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
nothing	nothing	pix	nothing	nothing	0
leſs	leſs	av-dc	leſs	leſs	0
then	then	cs	then	than	0
the	the	dt	the	the	0
ceſſation	ceſſation	n1	ceſſation	ceſſation	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
could	could	vmd	could	can	0
ſeem	ſeem	vvi	ſeem	ſeem	0
on	on	p-acp	on	on	0
my	my	po11	my	my	0
part	part	n1	part	part	0
a	a	dt	a	a	0
legitimate	legitimate	j	legitimate	legitimate	0
ſeparation	ſeparation	n1	ſeparation	ſeparation	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
perſonal	perſonal	j	perſonal	perſonal	0
Services	Services	n2	Services	service	0
from	from	p-acp	from	from	0
Your	Your	po22	Your	your	0
Majeſty	Majeſty	n1	Majeſty	majeſty	0
▪	▪	▪	▪	▪	0
But	But	cc-acp	But	but	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
engaged	engaged	j-vvn	engaged	engage	0
eſtate	eſtate	n1	eſtate	eſtate	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
life	life	n1	life	life	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
pleaſed	pleaſed	vvn	pleaſed	pleaſ	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
civil	civil	j	civil	civil	0
death	death	n1	death	death	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
contrive	contrive	vvi	contrive	contrive	0
a	a	dt	a	a	0
juſtifiable	juſtifiable	j	juſtifiable	juſtifiable	0
intermiſsion	intermiſsion	n1	intermiſsion	intermiſsion	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
ſecular	ſecular	j	ſecular	ſecular	0
Duties	Duties	n2	Duties	duty	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
ſuch	ſuch	d	ſuch	ſuch	0
away	away	av	away	away	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
renders	renders	vvz	renders	render	0
even	even	av	even	even	0
this	this	d	this	this	0
ceſſant	ceſſant	j	ceſſant	ceſſant	0
ſtate	ſtate	n1	ſtate	ſtate	0
in	in	p-acp	in	in	0
ſome	ſome	d	ſome	ſome	0
ſort	ſort	n1	ſort	ſort	0
active	active	j	active	active	0
,	,	,	,	,	0
and	and	cc	and	and	0
diſcharging	diſcharging	vvg	diſcharging	diſcharge	0
my	my	po11	my	my	0
Obligations	Obligations	n2	Obligations	obligation	0
:	:	:	:	:	0
Since	Since	c-acp	Since	since	0
my	my	po11	my	my	0
preſent	preſent	n1	preſent	preſent	0
ſuſpended	ſuſpended	vvn	ſuſpended	ſuſpend	0
condition	condition	n1	condition	condition	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
conſequence	conſequence	n1	conſequence	conſequence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
active	active	j	active	active	0
proſecution	proſecution	n1	proſecution	proſecution	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Duty	Duty	n1	Duty	duty	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Majeſty	Majeſty	n1	Majeſty	majeſty	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
even	even	av	even	even	0
this	this	d	this	this	0
my	my	po11	my	my	0
inanimate	inanimate	j	inanimate	inanimate	0
conſtitution	conſtitution	n1	conſtitution	conſtitution	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
motion	motion	n1	motion	motion	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
ſervice	ſervice	n1	ſervice	ſervice	0
,	,	,	,	,	0
ſeems	ſeems	vvz	ſeems	ſeem	0
enlivened	enlivened	vvn	enlivened	enliven	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
dying	dying	vvg	dying	die	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
relation	relation	n1	relation	relation	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
means	means	vvz	means	mean	0
my	my	po11	my	my	0
life	life	n1	life	life	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
ſaid	ſaid	vvn	ſaid	ſay	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
but	but	p-acp	but	but	0
changed	changed	vvn	changed	change	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
application	application	n1	application	application	0
unto	unto	p-acp	unto	unto	0
You	You	pn22	You	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
Acting	Acting	vvg	Acting	act	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
taken	taken	vvn	taken	take	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Suffering	Suffering	vvg	Suffering	suffer	0
for	for	p-acp	for	for	0
Your	Your	po22	Your	your	0
Service	Service	n1	Service	service	0
;	;	;	;	;	0
So	So	av	So	so	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
effect	effect	n1	effect	effect	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
corps	corps	n1	corpse	corpse	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
time	time	n1	time	time	0
that	that	cst	that	that	0
lieth	lieth	vvz	lies	lie	0
thus	thus	av	thus	thus	0
into	into	p-acp	into	into	0
〈	〈	〈	〈	〈	0
…	…	…	…	…	0
〉	〉	〉	〉	〉	0
bed	bed	n1	bed	bed	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Region	Region	n1	Region	region	0
of	of	pp-f	of	of	0
civil	civil	j	civil	civil	0
death	death	n1	death	death	0
,	,	,	,	,	0
while	while	cs	while	while	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
thereof	thereof	av	thereof	thereof	0
liveth	liveth	vvz	lives	live	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
Service	Service	n1	Service	service	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
occaſion	occaſion	n1	occaſion	occaſion	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
paſsive	paſsive	j	paſsive	paſsive	0
condition	condition	n1	condition	condition	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
ſtate	ſtate	n1	ſtate	ſtate	0
of	of	pp-f	of	of	0
violent	violent	j	violent	violent	0
quieſcence	quieſcence	n1	quieſcence	quieſcence	0
,	,	,	,	,	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
(	(	(	(	(	0
Madam	Madam	n1	Madam	madam	0
)	)	)	)	)	0
have	have	vhi	have	have	0
not	not	xx	not	not	0
ceaſed	ceaſed	vvn	ceaſed	ceaſ	0
to	to	pc-acp	to	to	0
range	range	vvi	range	range	0
and	and	cc	and	and	0
caſt	caſt	vvi	caſt	caſt	0
about	about	a-acp	about	about	0
in	in	p-acp	in	in	0
theſe	theſe	d	theſe	theſe	0
ſpacious	ſpacious	j	ſpacious	ſpacious	0
fields	fields	n2	fields	field	0
of	of	pp-f	of	of	0
Solitude	Solitude	n1	Solitude	solitude	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
a	a	dt	a	a	0
way	way	n1	way	way	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
,	,	,	,	,	0
my	my	po11	my	my	0
perſon	perſon	n1	perſon	perſon	0
being	being	vbg	being	be	0
now	now	av	now	now	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
Clock	Clock	n1	Clock	clock	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
broken	broken	j-vvn	broken	break	0
Spring	Spring	n1	Spring	spring	0
,	,	,	,	,	0
unable	unable	j-u	unable	able	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
You	You	pn22	You	you	0
an	an	dt	and	a	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
time	time	n1	time	time	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
own	own	d	own	own	0
Motion	Motion	n1	Motion	motion	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
contrive	contrive	vvi	contrive	contrive	0
my	my	po11	my	my	0
preſent	preſent	j	preſent	preſent	0
ſtate	ſtate	n1	ſtate	ſtate	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Sun-dyal	Sun-dyal	j	Sundial	sundial	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
while	while	cs	while	while	0
it	it	pn31	it	it	0
ſelf	ſelf	n1	ſelf	ſelf	0
is	is	vbz	is	be	0
fixed	fixed	vvn	fixed	fix	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
extrinſique	extrinſique	j	extrinsic	extrinsic	0
Motion	Motion	n1	Motion	motion	0
give	give	vvi	give	give	0
an	an	dt	and	a	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
Time	Time	n1	Time	time	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
ſome	ſome	d	ſome	ſome	0
report	report	n1	report	report	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Conceit	Conceit	n1	Conceit	conceit	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
bethought	bethought	vvn	bethought	bethink	0
my	my	po11	my	my	0
ſelf	ſelf	n1	ſelf	ſelf	0
of	of	pp-f	of	of	0
drawing	drawing	vvg	drawing	draw	0
ſome	ſome	d	ſome	ſome	0
ſuch	ſuch	d	ſuch	ſuch	0
lines	lines	n2	lines	line	0
within	within	p-acp	within	within	0
my	my	po11	my	my	0
walls	walls	n2	walls	wall	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
rules	rules	n2	rules	rule	0
of	of	pp-f	of	of	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
Mathematiques	Mathematiques	n1	Mathematics	mathematics	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
might	might	n1	might	might	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Motion	Motion	n1	Motion	motion	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Sun	Sun	n1	Sun	sun	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
commonly	commonly	av-j	commonly	common	0
ſhines	ſhines	vvz	ſhines	ſhine	0
the	the	dt	the	the	0
brighteſt	brighteſt	js	brighteſt	brighteſt	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
cloſeſt	cloſeſt	js	cloſeſt	cloſeſt	0
walls	walls	n2	walls	wall	0
of	of	pp-f	of	of	0
Priſons	Priſons	n2	Priſons	priſon	0
,	,	,	,	,	0
they	they	pns32	they	they	0
like	like	vvb	like	like	0
Chryſtal	Chryſtal	n1	Crystal	crystal	0
curtains	curtains	n2	curtains	curtain	0
,	,	,	,	,	0
intending	intending	vvg	intending	intend	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
intercepting	intercepting	vvg	intercepting	intercept	0
his	his	po31	his	his	0
beams	beams	n2	beams	beam	0
)	)	)	)	)	0
render	render	vvb	render	render	0
You	You	pn22	You	you	0
,	,	,	,	,	0
Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
