My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
IN	IN	p-acp	IN	in	0
this	this	d	this	this	0
great	great	j	great	great	0
Storm	Storm	n1	Storm	storm	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
dasht	dasht	vvn	dashed	dash	0
the	the	dt	the	the	0
Vessell	Vessell	n1	Vessel	vessel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
all	all	av-d	all	all	0
in	in	p-acp	in	in	0
pieces	pieces	n2	pieces	piece	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
cast	cast	vvn	cast	cast	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Coast	Coast	n1	Coast	coast	0
of	of	pp-f	of	of	0
Wales	Wales	np1	Wales	Wales	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
little	little	j	little	little	0
Boat	Boat	n1	Boat	boat	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
enjoyed	enjoyed	vvn	enjoyed	enjoy	0
that	that	d	that	that	0
rest	rest	n1	rest	rest	0
and	and	cc	and	and	0
quietnesse	quietnesse	n1	quietness	quietness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
hope	hope	vvi	hope	hope	0
for	for	p-acp	for	for	0
:	:	:	:	:	0
Here	Here	av	Here	here	0
I	I	pns11	I	i	0
cast	cast	vvd	cast	cast	0
Anchor	Anchor	n1	Anchor	anchor	0
,	,	,	,	,	0
and	and	cc	and	and	0
thinking	thinking	vvg	thinking	think	0
to	to	pc-acp	to	to	0
ride	ride	vvi	ride	ride	0
safely	safely	av-j	safely	safe	0
,	,	,	,	,	0
the	the	dt	the	the	0
Storm	Storm	n1	Storm	storm	0
followed	followed	vvd	followed	follow	0
me	me	pno11	me	i	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
impetuous	impetuous	j	impetuous	impetuous	0
violence	violence	n1	violence	violence	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
broke	broke	vvd	broke	break	0
a	a	dt	a	a	0
Cable	Cable	n1	Cable	cable	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
lost	lost	vvd	lost	lose	0
my	my	po11	my	my	0
Anchor	Anchor	n1	Anchor	anchor	0
:	:	:	:	:	0
And	And	cc	And	and	0
here	here	av	here	here	0
again	again	av	again	again	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
exposed	exposed	vvn	exposed	expose	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
gentlenesse	gentlenesse	n1	gentleness	gentleness	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Element	Element	n1	Element	element	0
that	that	cst	that	that	0
could	could	vmd	could	can	0
neither	neither	av-dx	neither	neither	0
distinguish	distinguish	vvi	distinguish	distinguish	0
things	things	n2	things	thing	0
nor	nor	ccx	nor	nor	0
persons	persons	n2	persons	person	0
.	.	.	.	.	1
And	And	cc	And	and	0
but	but	p-acp	but	but	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
who	who	r-crq	who	who	0
stilleth	stilleth	vvz	stilleth	still	0
the	the	dt	the	the	0
raging	raging	j-vvg	raging	rage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
noise	noise	n1	noise	noise	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Waves	Waves	n2	Waves	wave	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
madnesse	madnesse	n1	madness	madness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
had	had	vhd	had	have	0
provided	provided	vvn	provided	provide	0
a	a	dt	a	a	0
Plank	Plank	n1	Plank	plank	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
lost	lost	vvn	lost	lose	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
opportunities	opportunities	n2	opportunities	opportunity	0
of	of	pp-f	of	of	0
content	content	n1	content	content	0
or	or	cc	or	or	0
study	study	vvi	study	study	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
whether	whether	cs	whither	whether	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
more	more	av-dc	more	more	0
preserved	preserved	vvn	preserved	preserve	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
courtesies	courtesies	n2	courtesies	courtesy	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
gentlenesse	gentlenesse	n1	gentleness	gentleness	0
and	and	cc	and	and	0
mercies	mercies	n2	mercies	mercy	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
noble	noble	j	noble	noble	0
Enemy	Enemy	n1	Enemy	enemy	0
:	:	:	:	:	0
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
come	come	vvn	come	come	0
ashoar	ashoar	av	ashore	ashore	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
gathering	gathering	vvg	gathering	gather	0
a	a	dt	a	a	0
few	few	d	few	few	0
sticks	sticks	vvz	sticks	stick	0
to	to	pc-acp	to	to	0
warm	warm	vvi	warm	warm	0
me	me	pno11	me	i	0
,	,	,	,	,	0
a	a	dt	a	a	0
few	few	d	few	few	0
books	books	n2	books	book	0
to	to	pc-acp	to	to	0
entertain	entertain	vvi	entertain	entertain	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
and	and	cc	and	and	0
divert	divert	vvi	divert	divert	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
perpetuall	perpetuall	j	perpetual	perpetual	0
Meditation	Meditation	n1	Meditation	meditation	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
private	private	j	private	private	0
Troubles	Troubles	vvz	Troubles	trouble	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
Dyscrasy	Dyscrasy	np1	Dyscrasy	Dyscrasy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
obtain	obtain	vvi	obtain	obtain	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
few	few	d	few	few	0
and	and	cc	and	and	0
so	so	av	so	so	0
impertinent	impertinent	j	impertinent	impertinent	0
,	,	,	,	,	0
and	and	cc	and	and	0
unusefull	unusefull	j	unuseful	unuseful	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
great	great	j	great	great	0
purposes	purposes	n2	purposes	purpose	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sad	sad	j	sad	sad	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
new	new	j	new	new	0
stock	stock	n1	stock	stock	0
,	,	,	,	,	0
and	and	cc	and	and	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
apprehension	apprehension	n1	apprehension	apprehension	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
live	live	vvi	live	live	0
unprofitably	unprofitably	av-j	unprofitably	unprofitable	0
,	,	,	,	,	0
and	and	cc	and	and	0
die	die	vvi	die	die	0
obscurely	obscurely	av-j	obscurely	obscure	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
forgotten	forgotten	vvn	forgotten	forget	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
bones	bones	n2	bones	bone	0
thrown	thrown	vvn	thrown	throw	0
into	into	p-acp	into	into	0
some	some	d	some	some	0
common	common	j	common	common	0
charnell	charnell	n1	charnel	charnel	0
house	house	n1	house	house	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
name	name	n1	name	name	0
or	or	cc	or	or	0
note	note	n1	note	note	0
to	to	pc-acp	to	to	0
distinguish	distinguish	vvi	distinguish	distinguish	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
only	only	av-j	only	only	0
served	served	vvd	served	serve	0
their	their	po32	their	their	0
Generation	Generation	n1	Generation	generation	0
by	by	p-acp	by	by	0
filling	filling	vvg	filling	fill	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
Citizens	Citizens	n2	Citizens	citizen	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
could	could	vmd	could	can	0
pretend	pretend	vvi	pretend	pretend	0
to	to	p-acp	to	to	0
no	no	dx	no	no	0
thanks	thanks	n2	thanks	thank	0
or	or	cc	or	or	0
reward	reward	n1	reward	reward	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Publike	Publike	j	Public	public	0
,	,	,	,	,	0
beyond	beyond	p-acp	beyond	beyond	0
a	a	dt	a	a	0
jus	jus	fw-la	jus	jus	0
trium	trium	fw-la	trium	trium	0
liberorum	liberorum	fw-la	liberorum	liberorum	0
.	.	.	.	.	1
While	While	cs	While	while	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
troubled	troubled	vvn	troubled	trouble	0
with	with	p-acp	with	with	0
these	these	d	these	these	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
and	and	cc	and	and	0
busie	busie	j	busy	busy	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
out	out	av	out	out	0
an	an	dt	and	a	0
opportunity	opportunity	n1	opportunity	opportunity	0
of	of	pp-f	of	of	0
doing	doing	vdg	doing	do	0
some	some	d	some	some	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
small	small	j	small	small	0
proportion	proportion	n1	proportion	proportion	0
,	,	,	,	,	0
still	still	av	still	still	0
the	the	dt	the	the	0
cares	cares	n2	cares	care	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
did	did	vdd	did	do	0
so	so	av	so	so	0
intervene	intervene	vvi	intervene	intervene	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
as	as	p-acp	as	as	0
impossible	impossible	j	impossible	impossible	0
to	to	pc-acp	to	to	0
separate	separate	vvi	separate	separate	0
my	my	po11	my	my	0
design	design	n1	design	design	0
from	from	p-acp	from	from	0
relating	relating	vvg	relating	relate	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
present	present	j	present	present	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
exempt	exempt	vvi	exempt	exempt	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
participation	participation	n1	participation	participation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
calamity	calamity	n1	calamity	calamity	0
;	;	;	;	;	0
still	still	av	still	still	0
halfe	halfe	j-jn	half	half	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
was	was	vbds	was	be	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
despite	despite	n1	despite	despite	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
my	my	po11	my	my	0
diversions	diversions	n2	diversions	diversion	0
and	and	cc	and	and	0
arts	arts	n2	arts	art	0
of	of	pp-f	of	of	0
avocation	avocation	n1	avocation	avocation	0
)	)	)	)	)	0
fixt	fixt	vvn	fixed	fix	0
upon	upon	p-acp	upon	upon	0
and	and	cc	and	and	0
mingled	mingled	vvn	mingled	mingle	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
present	present	j	present	present	0
concernments	concernments	n2	concernments	concernment	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
besides	besides	p-acp	beside	beside	0
them	them	pno32	them	they	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
goe	goe	vvi	go	go	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
because	because	c-acp	because	because	0
