SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Have	Have	vhb	Have	have	0
perused	perused	vvn	perused	peruse	0
your	your	po22	your	your	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
entituled	entituled	vvn	entitled	entitle	0
,	,	,	,	,	0
The	The	dt	The	the	0
City	City	n1	City	city	0
Remonstrance	Remonstrance	n1	Remonstrance	remonstrance	0
Remonstrated	Remonstrated	vvn	Remonstrated	remonstrate	0
,	,	,	,	,	0
or	or	cc	or	or	0
an	an	dt	and	a	0
answer	answer	n1	answer	answer	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Vindication	Vindication	n1	Vindication	vindication	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Remonstrance	Remonstrance	n1	Remonstrance	remonstrance	0
,	,	,	,	,	0
wherin	wherin	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
perceive	perceive	vvb	perceive	perceive	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
very	very	av	very	very	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
whatever	whatever	r-crq	whatever	whatever	0
Reports	Reports	n2	Reports	report	0
,	,	,	,	,	0
either	either	d	either	either	0
true	true	j	true	true	0
or	or	cc	or	or	0
false	false	j	false	false	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
broug	broug	n-jn	broug	broug	0
•	•	•	•	•	0
t	t	sy	tO	t	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
conc	conc	fw-fr	conc	conc	0
•	•	•	•	•	0
rning	rning	zz	rning	rning	0
my	my	po11	my	my	0
carriage	carriage	n1	carriage	carriage	0
in	in	p-acp	in	in	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
even	even	av	even	even	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
birth	birth	n1	birth	birth	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
taking	taking	vvg	taking	take	0
them	them	pno32	them	they	0
upon	upon	p-acp	upon	upon	0
trust	trust	n1	trust	trust	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
