To	To	p-acp	To	to	0
the	the	dt	the	the	0
Right	Right	n-jn	Right	right	0
VVorſhipfull	VVorſhipfull	j	Worshipful	worshipful	0
Sir	Sir	n1	Sir	sir	0
NICHOLAS	NICHOLAS	np1	NICHOLAS	Nicholas	0
RAYNTON	RAYNTON	np1	RAYNTON	RAYNTON	0
,	,	,	,	,	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
and	and	cc	and	and	0
Alderman	Alderman	n1	Alderman	alderman	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
Mr.	Mr.	n1	Mr.	mr.	1
WILLIAM	WILLIAM	np1	WILLIAM	William	0
GIBBS	GIBBS	np1	GIBBS	Gibbs	0
,	,	,	,	,	0
Alderman	Alderman	n1	Alderman	alderman	0
,	,	,	,	,	0
and	and	cc	and	and	0
Sher	Sher	np1	Sher	Sher	0
•	•	•	•	•	0
ffe	ffe	n1	ffe	ffe	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ſaid	ſaid	j-vvn	ſaid	ſay	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
his	his	po31	his	his	0
loving	loving	j-vvg	loving	love	0
friends	friends	n2	friends	friend	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
Church	Church	n1	Church	church	0
wardens	wardens	n2	wardens	warden	0
aſſiſting	aſſiſting	vvg	aſſiſting	aſſiſt	0
him	him	pno31	him	he	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Right	Right	n-jn	Right	right	0
VVorſhipfull	VVorſhipfull	j	Worshipful	worshipful	0
Mr.	Mr.	n1	Mr.	mr.	0
Walter	Walter	np1	Walter	Walter	0
Rogers	Rogers	np1	Rogers	Rogers	0
▪	▪	▪	▪	▪	0
Mr.	Mr.	n1	Mr.	mr.	0
Robert	Robert	np1	Robert	Robert	0
Smith	Smith	n1	Smith	smith	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Samuel	Samuel	np1	Samuel	Samuel	0
Bridge	Bridge	n1	Bridge	bridge	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Thomas	Thomas	np1	Thomas	Thomas	0
Soane	Soane	np1	Soane	Soane	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Henrie	Henrie	np1	Henrie	Henry	0
Geirie	Geirie	n1	Geirie	geirie	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Thomas	Thomas	np1	Thomas	Thomas	0
•	•	•	•	•	0
aton	aton	fw-gr	aton	aton	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Iohn	Iohn	np1	Iohn	John	0
Bludworth	Bludworth	np1	Bludworth	Bludworth	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
Cook	Cook	n1	Cook	cook	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	1
Anthony	Anthony	np1	Anthony	Anthony	0
Croſſe	Croſſe	n1	Cross	cross	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Ambroſe	Ambroſe	np1	Ambroſe	Ambroſe	0
Brumskill	Brumskill	np1	Brumskill	Brumskill	0
,	,	,	,	,	0
M	M	sy	M	m	0
•	•	•	•	•	0
.	.	.	.	.	1
Tobias	Tobias	np1	Tobias	Tobias	0
Dixon	Dixon	np1	Dixon	Dixon	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Iohn	Iohn	np1	Iohn	John	0
Niclas	Niclas	np1	Niclas	Nicklas	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Iaſpar	Iaſpar	np1	Iaſpar	Iaſpar	0
Clayton	Clayton	np1	Clayton	Clayton	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Andrew	Andrew	np1	Andrew	Andrew	0
H	H	zz	H	h	0
•	•	•	•	•	0
de	de	fw-fr	de	de	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
George	George	np1	George	George	0
Denham	Denham	np1	Denham	Denham	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Iohn	Iohn	np1	Iohn	John	0
Rogers	Rogers	np1	Rogers	Rogers	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Spencer	Spencer	np1	Spencer	Spencer	0
Vincent	Vincent	np1	Vincent	Vincent	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
•	•	•	•	•	0
ohn	ohn	fw-ge	ohn	ohn	0
Smith	Smith	n1	Smith	smith	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Richard	Richard	np1	Richard	Richard	0
Kimble	Kimble	np1	Kimble	Kimble	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	1
Francis	Francis	np1	Francis	Francis	0
Pat	Pat	av	Pat	pat	0
•	•	•	•	•	0
s	s	sy	s	s	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Peter	Peter	np1	Peter	Peter	0
Worſter	Worſter	np1	Worſter	Worſter	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	1
William	William	np1	William	William	0
Dev	Dev	fw-la	Dev	dev	0
•	•	•	•	•	0
nſh	nſh	av-d	nſh	nſh	0
•	•	•	•	•	0
re	re	fw-mi	re	re	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
his	his	po31	his	his	0
other	other	j-jn	other	other	0
loving	loving	j-vvg	loving	love	0
pariſhioners	pariſhioners	n2	pariſhioners	pariſhioner	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
loving	loving	j-vvg	loving	love	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
fellow	fellow	n1	fellow	fellow	0
labourers	labourers	n2	labourers	labourer	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Iohn	Iohn	np1	Iohn	John	0
Hopkins	Hopkins	np1	Hopkins	Hopkins	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mr.	Mr.	n1	Mr.	mr.	0
Iohn	Iohn	np1	Iohn	John	0
Davis	Davis	np1	Davis	Davis	0
.	.	.	.	.	1
Old	Old	j	Old	old	0
Ephraim	Ephraim	np1	Ephraim	Ephraim	0
Pagitt	Pagitt	np1	Pagitt	Pagitt	0
,	,	,	,	,	0
Recto	Recto	fw-la	Recto	recto	0
•	•	•	•	•	0
of	of	pp-f	of	of	0
Edmonds	Edmonds	np1	Edmonds	Edmonds	0
the	the	dt	the	the	0
King	King	n1	King	king	0
in	in	p-acp	in	in	0
Lomb.	Lomb.	np1	Lomb.	Lomb.	0
wiſheth	wiſheth	vvz	wishes	wish	0
all	all	d	all	all	0
happineſſe	happineſſe	n1	happiness	happiness	0
.	.	.	.	.	1
