SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
above	above	p-acp	above	above	0
thirty	thirty	crd	thirty	thirty	0
yeeres	yeeres	n2	years	year	0
ſince	ſince	p-acp	ſince	ſince	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
inhabitant	inhabitant	n1	inhabitant	inhabitant	0
of	of	pp-f	of	of	0
Woolchurch	Woolchurch	np1	Woolchurch	Woolchurch	0
;	;	;	;	;	0
And	And	cc	And	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
greattr	greattr	n1	greattr	greattr	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
time	time	n1	time	time	0
,	,	,	,	,	0
the	the	dt	the	the	0
providence	providence	n1	providence	providence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
ſo	ſo	av	ſo	ſo	0
ordered	ordered	vvn	ordered	order	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
enjoyed	enjoyed	vvn	enjoyed	enjoy	0
your	your	po22	your	your	0
acquaintance	acquaintance	n1	acquaintance	acquaintance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
profitable	profitable	j	profitable	profitable	0
,	,	,	,	,	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
and	and	cc	and	and	0
inward	inward	j	inward	inward	0
man	man	n1	man	man	0
,	,	,	,	,	0
although	although	cs	although	although	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reaſon	reaſon	n1	reaſon	reaſon	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
great	great	j	great	great	0
and	and	cc	and	and	0
high	high	j	high	high	0
imployments	imployments	n2	employments	employment	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
and	and	cc	and	and	0
man	man	n1	man	man	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
that	that	d	that	that	0
perſonall	perſonall	j	personal	personal	0
ſociety	ſociety	n1	ſociety	ſociety	0
as	as	c-acp	as	as	0
heretofore	heretofore	av	heretofore	heretofore	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
often	often	av	often	often	0
ſee	ſee	vvb	ſee	ſee	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
participate	participate	vvi	participate	participate	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
beſt	beſt	js	beſt	beſt	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
ſound	ſound	j-vvn	found	find	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
ſalvation	ſalvation	n1	ſalvation	ſalvation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
often	often	av	often	often	0
moved	moved	vvn	moved	move	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
and	and	cc	and	and	0
ſpirit	ſpirit	n1	ſpirit	ſpirit	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
ſupplicate	ſupplicate	vvi	ſupplicate	ſupplicate	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
heaven	heaven	n1	heaven	heaven	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
ſelf	ſelf	n1	ſelf	ſelf	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleaſed	pleaſed	vvn	pleaſed	pleaſ	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
his	his	po31	his	his	0
Truth	Truth	n1	Truth	truth	0
ſo	ſo	av	ſo	ſo	0
known	known	vvn	known	know	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
mee	mee	pno11	me	i	0
a	a	dt	a	a	0
childe	childe	n1	child	child	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
above	above	p-acp	above	above	0
twenty	twenty	crd	twenty	twenty	0
yeeres	yeeres	n2	years	year	0
ſince	ſince	a-acp	ſince	ſince	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
heavenly	heavenly	j	heavenly	heavenly	0
Principles	Principles	n2	Principles	principle	0
had	had	vhd	had	have	0
I	I	pns11	I	i	0
ſo	ſo	av	ſo	ſo	0
heeded	heeded	vvn	heeded	heed	0
and	and	cc	and	and	0
improved	improved	vvn	improved	improve	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
ought	ought	vmd	ought	ought	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
time	time	n1	time	time	0
a	a	dt	a	a	0
