SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Cannot	Cannot	vmbx	Cannot	can	0
but	but	p-acp	but	but	0
very	very	av	very	very	0
much	much	av-d	much	much	0
honor	honor	vvi	honour	honour	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
flourishing	flourishing	j-vvg	flourishing	flourish	0
branch	branch	n1	branch	branch	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
tree	tree	n1	tree	tree	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
withered	withered	j-vvn	withered	wither	0
bough	bough	n1	bough	bough	0
;	;	;	;	;	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
many	many	d	many	many	0
excellent	excellent	j	excellent	excellent	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
piety	piety	n1	piety	piety	0
and	and	cc	and	and	0
morality	morality	n1	morality	morality	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
an	an	dt	and	a	0
ornament	ornament	n1	ornament	ornament	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
own	own	d	own	own	0
person	person	n1	person	person	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
your	your	po22	your	your	0
person	person	n1	person	person	0
an	an	dt	and	a	0
ornament	ornament	n1	ornament	ornament	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
your	your	po22	your	your	0
Family	Family	n1	Family	family	0
;	;	;	;	;	0
whereof	whereof	c-crq	whereof	whereof	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
member	member	n1	member	member	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
resentment	resentment	n1	resentment	resentment	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
very	very	j	very	very	0
great	great	j	great	great	0
degree	degree	n1	degree	degree	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
have	have	vhb	have	have	0
dedicated	dedicated	vvn	dedicated	dedicate	0
this	this	d	this	this	0
