Worthy	Worthy	j	Worthy	worthy	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
:	:	:	:	:	0
IF	IF	cs	IF	if	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
brief	brief	j	brief	brief	0
Argument	Argument	n1	Argument	argument	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
here	here	av	here	here	0
treats	treats	vvz	treats	treat	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Charters	Charters	n2	Charters	charter	0
,	,	,	,	,	0
and	and	cc	and	and	0
maintains	maintains	vvz	maintains	maintain	0
your	your	po22	your	your	0
priviledges	priviledges	n2	privileges	privilege	0
)	)	)	)	)	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
beſeeming	beſeeming	vvg	beſeeming	beſeem	0
an	an	dt	and	a	0
Advocate	Advocate	n1	Advocate	advocate	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
:	:	:	:	:	0
I	I	pns11	I	i	0
deſire	deſire	vvb	deſire	deſire	0
the	the	dt	the	the	0
intire	intire	j	entire	entire	0
advantage	advantage	n1	advantage	advantage	0
thereof	thereof	av	thereof	thereof	0
may	may	vmb	may	may	0
redound	redound	vvi	redound	redound	0
ſolely	ſolely	av-j	ſolely	ſole	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
ſelves	ſelves	n2	ſelves	ſelve	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
indeed	indeed	av	indeed	indeed	0
the	the	dt	the	the	0
Merit	Merit	n1	Merit	merit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Cauſe	Cauſe	n1	Cauſe	cauſe	0
is	is	vbz	is	be	0
ſuch	ſuch	d	ſuch	ſuch	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
would	would	vmd	would	will	0
require	require	vvi	require	require	0
an	an	dt	and	a	0
able	able	j	able	able	0
Orator	Orator	n1	Orator	orator	0
:	:	:	:	:	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
firſt	firſt	ord	firſt	firſt	0
applyed	applyed	vvd	applied	apply	0
my	my	po11	my	my	0
ſelf	ſelf	n1	ſelf	ſelf	0
to	to	pc-acp	to	to	0
ſerve	ſerve	vvi	ſerve	ſerve	0
you	you	pn22	you	you	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
I	I	pns11	I	i	0
perceived	perceived	vvd	perceived	perceive	0
your	your	po22	your	your	0
intereſt	intereſt	n1	intereſt	intereſt	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
ſame	ſame	d	ſame	ſame	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Common	Common	j	Common	common	0
intereſt	intereſt	n1	intereſt	intereſt	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Merchants	Merchants	n2	Merchant's	merchant	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
termination	termination	n1	termination	termination	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
common	common	j	common	common	0
intereſt	intereſt	n1	intereſt	intereſt	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Nation	Nation	n1	Nation	nation	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
appear	appear	vvi	appear	appear	0
any	any	d	any	any	0
Error	Error	n1	Error	error	0
,	,	,	,	,	0
or	or	cc	or	or	0
Fayler	Fayler	n1	Fayler	fayler	0
in	in	p-acp	in	in	0
theſe	theſe	d	theſe	theſe	0
papers	papers	n2	papers	paper	0
:	:	:	:	:	0
if	if	cs	if	if	0
the	the	dt	the	the	0
workmanſhip	workmanſhip	n1	workmanſhip	workmanſhip	0
be	be	vbb	be	be	0
found	found	vvn	found	find	0
too	too	av	too	too	0
unworthy	unworthy	j	unworthy	unworthy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ſtuffe	ſtuffe	n1	stuff	stuff	0
:	:	:	:	:	0
I	I	pns11	I	i	0
ſhall	ſhall	vmb	ſhall	ſhall	0
then	then	av	then	then	0
deſire	deſire	vvi	deſire	deſire	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
my	my	po11	my	my	0
Readers	Readers	n2	Readers	reader	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
blame	blame	n1	blame	blame	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
onely	onely	av-j	only	only	0
mine	mine	png11	mine	i	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
none	none	pix	none	none	0
but	but	cc-acp	but	but	0
my	my	po11	my	my	0
ſelf	ſelf	n1	ſelf	ſelf	0
may	may	vmb	may	may	0
ſuffer	ſuffer	vvi	ſuffer	ſuffer	0
the	the	dt	the	the	0
leaſt	leaſt	ds	leaſt	leaſt	0
diſadvantage	diſadvantage	n1	diſadvantage	diſadvantage	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
defects	defects	n2	defects	defect	0
,	,	,	,	,	0
and	and	cc	and	and	0
diſabilities	diſabilities	n2	diſabilities	diſability	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
certain	certain	j	certain	certain	0
all	all	d	all	all	0
wiſe	wiſe	j	wiſe	wiſe	0
,	,	,	,	,	0
impartial	impartial	j	impartial	impartial	0
Judges	Judges	n2	Judges	judge	0
will	will	vmb	will	will	0
diſtinguiſh	diſtinguiſh	vvi	diſtinguiſh	diſtinguiſh	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
mine	mine	png11	mine	i	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
weak	weak	j	weak	weak	0
peece	peece	n1	piece	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
yours	yours	png22	yours	you	0
:	:	:	:	:	0
and	and	cc	and	and	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
caſt	caſt	vvd	caſt	caſt	0
ſome	ſome	d	ſome	ſome	0
diſdain	diſdain	n1	diſdain	diſdain	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
for	for	c-acp	for	for	0
not	not	xx	not	not	0
pleading	pleading	vvg	pleading	plead	0
your	your	po22	your	your	0
cauſe	cauſe	n1	cauſe	cauſe	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
:	:	:	:	:	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
proceed	proceed	vvi	proceed	proceed	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
condemnation	condemnation	n1	condemnation	condemnation	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
cauſe	cauſe	n1	cauſe	cauſe	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
being	being	vbg	being	be	0
no	no	av-dx	no	no	0
better	better	av-jc	better	better	0
pleaded	pleaded	vvn	pleaded	plead	0
here	here	av	here	here	0
then	then	av	then	then	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
Queen	Queen	n1	Queen	queen	0
Elizabeths	Elizabeths	npg1	Elizabeths	Elizabeth	0
dayes	dayes	n2	days	day	0
a	a	dt	a	a	0
Tract	Tract	n1	Tract	tract	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
very	very	j	very	very	0
purpoſe	purpoſe	n1	purpoſe	purpoſe	0
was	was	vbds	was	be	0
Printed	Printed	vvn	Printed	print	0
by	by	p-acp	by	by	0
Mr.	Mr.	n1	Mr.	mr.	1
Wheeler	Wheeler	np1	Wheeler	Wheeler	0
(	(	(	(	(	0
a	a	dt	a	a	0
learned	learned	j	learned	learned	0
Gent	Gent	n1	Gent	gentleman	0
:	:	:	:	:	0
that	that	cst	that	that	0
preceded	preceded	vvd	preceded	precede	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
)	)	)	)	)	0
were	were	vbdr	were	be	0
that	that	d	that	that	0
Tract	Tract	n1	Tract	tract	0
now	now	av	now	now	0
re-printed	re-printed	j	reprinted	reprinted	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
our	our	po12	our	our	0
Times	Times	n2	Times	time	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
better	better	av-jc	better	better	0
ſatisfied	ſatisfied	vvn	ſatisfied	ſatisfy	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Caſe	Caſe	n1	Caſe	caſe	0
.	.	.	.	.	1
It	It	pn31	It	it	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
fight	fight	n1	fight	fight	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
after	after	c-acp	after	after	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
formed	formed	vvn	formed	form	0
the	the	dt	the	the	0
lump	lump	n1	lump	lump	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
,	,	,	,	,	0
and	and	cc	and	and	0
given	given	vvn	given	give	0
it	it	pn31	it	it	0
all	all	d	all	all	0
thoſe	thoſe	d	thoſe	thoſe	0
rude	rude	j	rude	rude	0
lineaments	lineaments	n2	lineaments	lineament	0
almoſt	almoſt	av	almoſt	almoſt	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
now	now	av	now	now	0
bears	bears	vvz	bears	bear	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
induced	induced	vvn	induced	induce	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
perſiſt	perſiſt	vvi	perſiſt	perſiſt	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
reſolution	reſolution	n1	reſolution	reſolution	0
of	of	pp-f	of	of	0
