THe	THe	dt	THe	the	0
Scope	Scope	n1	Scope	scope	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
not	not	xx	not	not	0
long	long	av-j	long	long	0
since	since	a-acp	since	since	0
exercised	exercised	vvn	exercised	exercise	0
your	your	po22	your	your	0
Patience	Patience	n1	Patience	patience	0
(	(	(	(	(	0
Worthy	Worthy	j	Worthy	worthy	0
Senatours	Senatours	n2	Senators	senator	0
)	)	)	)	)	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
contend	contend	vvi	contend	contend	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
or	or	cc	or	or	0
that	that	d	that	that	0
Opinion	Opinion	n1	Opinion	opinion	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
men	men	n2	men	man	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Life	Life	n1	Life	life	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Pith	Pith	n1	Pith	pith	0
and	and	cc	and	and	0
Kernel	Kernel	n1	Kernel	kernel	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Religion	Religion	n1	Religion	religion	0
.	.	.	.	.	1
Without	Without	p-acp	Without	without	0
Which	Which	r-crq	Which	which	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
boldly	boldly	av-j	boldly	bold	0
say	say	vvi	say	say	0
,	,	,	,	,	0
all	all	d	all	all	0
the	the	dt	the	the	0
severall	severall	j	several	several	0
Forms	Forms	n2	Forms	form	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
though	though	cs	though	though	0
we	we	pns12	we	we	0
please	please	vvb	please	please	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
never	never	av-x	never	never	0
so	so	av	so	so	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
so	so	av	so	so	0
many	many	d	many	many	0
severall	severall	j	several	several	0
Dreams	Dreams	n2	Dreams	dream	0
.	.	.	.	.	1
And	And	cc	And	and	0
those	those	d	those	those	0
