Reverend	Reverend	n-jn	Reverend	reverend	0
SIR	SIR	n1	SIR	sir	0
:	:	:	:	:	0
THe	THe	dt	THe	the	0
Meditations	Meditations	n2	Meditations	meditation	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
presented	presented	vvn	presented	present	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
highest	highest	js	highest	high	0
pitch	pitch	n1	pitch	pitch	0
of	of	pp-f	of	of	0
ambition	ambition	n1	ambition	ambition	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
obtaine	obtaine	vvi	obtain	obtain	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
judicious	judicious	j	judicious	judicious	0
eyes	eyes	n2	eyes	eye	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
convenient	convenient	j	convenient	convenient	0
leasure	leasure	n1	leisure	leisure	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
passe	passe	vvi	pass	pass	0
over	over	p-acp	over	over	0
them	them	pno32	them	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
asked	asked	vvn	asked	ask	0
why	why	c-crq	why	why	0
they	they	pns32	they	they	0
solicit	solicit	vvb	solicit	solicit	0
you	you	pn22	you	you	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
this	this	d	this	this	0
favour	favour	n1	favour	favour	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
first	first	ord	first	first	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
many	many	d	many	many	0
yeares	yeares	n2	years	year	0
with	with	p-acp	with	with	0
which	which	r-crq	which	which	0
GOD	GOD	np1	GOD	God	0
hath	hath	vhz	hath	have	0
crowned	crowned	vvn	crowned	crown	0
you	you	pn22	you	you	0
:	:	:	:	:	0
and	and	cc	and	and	0
then	then	av	then	then	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
experience	experience	n1	experience	experience	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
particular	particular	j	particular	particular	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Tract	Tract	n1	Tract	tract	0
is	is	vbz	is	be	0
deliver'd	deliver'd	vvn	delivered	deliver	0
:	:	:	:	:	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
GODS	GODS	npg1	GODS	God	0
freeing	freeing	vvg	freeing	free	0
this	this	d	this	this	0
age	age	n1	age	age	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Imputations	Imputations	n2	Imputations	imputation	0
cast	cast	vvd	cast	cast	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
generality	generality	n1	generality	generality	0
)	)	)	)	)	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
:	:	:	:	:	0
and	and	cc	and	and	0
his	his	po31	his	his	0
deyning	deyning	vvg	deyning	deyn	0
you	you	pn22	you	you	0
above	above	p-acp	above	above	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
and	and	cc	and	and	0
comfortable	comfortable	j	comfortable	comfortable	0
priviledges	priviledges	n2	privileges	privilege	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
capable	capable	j	capable	capable	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
best	best	js	best	best	0
helps	helps	n2	helps	help	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	ds	most	most	0
opportunities	opportunities	n2	opportunities	opportunity	0
.	.	.	.	.	1
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
knowne	knowne	vvn	known	know	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
It	It	pn31	It	it	0
sufficeth	sufficeth	vvz	suffices	suffice	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
well	well	av	well	well	0
knowne	knowne	vvn	known	know	0
:	:	:	:	:	0
and	and	cc	and	and	0
•	•	•	•	•	0
…	…	…	…	…	0
hat	hat	n1	hat	hat	0
,	,	,	,	,	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
heare-say	heare-say	n1	hearsay	hearsay	0
(	(	(	(	(	0
though	though	cs	though	though	0
with	with	p-acp	with	with	0
that	that	cst	that	that	0
pretious	pretious	j	precious	precious	0
ointment	ointment	n1	ointment	ointment	0
,	,	,	,	,	0
a	a	dt	a	a	0
good-name	good-name	n1	good-name	good-name	0
Eccles	Eccles	np1	Eccles	Eccles	0
7.	7.	crd	7.	7.	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
renowned	renowned	vvn	renowned	renown	0
)	)	)	)	)	0
but	but	p-acp	but	but	0
cheefely	cheefely	av-jn	chiefly	chief	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
many	many	d	many	many	0
observations	observations	n2	observations	observation	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Student	Student	n1	Student	student	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Vniversity	Vniversity	n1	University	university	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Auditors	Auditors	n2	Auditors	auditor	0
.	.	.	.	.	1
Every	Every	np1	Every	Every	0
way	way	n1	way	way	0
you	you	pn22	you	you	0
ratifie	ratifie	vvi	ratify	ratify	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
good	good	j	good	good	0
this	this	d	this	this	0
Encomium	Encomium	fw-la	Encomium	encomium	0
SENECTVTIS	SENECTVTIS	fw-gr	SENECTVTIS	senectvtis	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
yours	yours	png22	yours	you	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
it	it	pn31	it	it	0
comes	comes	vvz	comes	come	0
,	,	,	,	,	0
both	both	av-d	both	both	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
corrected	corrected	vvn	corrected	correct	0
and	and	cc	and	and	0
disposed	disposed	vvn	disposed	dispose	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
incase	incase	n1	incase	incase	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
seeme	seeme	vvi	seem	seem	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
degree	degree	n1	degree	degree	0
,	,	,	,	,	0
worthy	worthy	j	worthy	worthy	0
your	your	po22	your	your	0
so	so	av	so	so	0
much	much	d	much	much	0
paines	paines	n2	pains	pain	0
.	.	.	.	.	1
And	And	cc	And	and	0
certainely	certainely	av-j	certainly	certain	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
I	I	pns11	I	i	0
cause	cause	vvi	cause	cause	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
to	to	pc-acp	to	to	0
range	range	vvi	range	range	0
abroad	abroad	av	abroad	abroad	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Worthies	Worthies	n2-j	Worthies	worthy	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
knowne	knowne	vvn	known	know	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
;	;	;	;	;	0
none	none	pix	none	none	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
give	give	vvi	give	give	0
so	so	av	so	so	0
ample	ample	j	ample	ample	0
testimonie	testimonie	n1	testimony	testimony	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
heere	heere	av	here	here	0
reade	reade	vvi	read	read	0
,	,	,	,	,	0
or	or	cc	or	or	0
be	be	vbb	be	be	0
so	so	av	so	so	0
living	living	vvg	living	live	0
an	an	dt	and	a	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
This	This	d	This	this	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
will	will	vmb	will	will	0
excuse	excuse	vvi	excuse	excuse	0
my	my	po11	my	my	0
presumption	presumption	n1	presumption	presumption	0
,	,	,	,	,	0
and	and	cc	and	and	0
prevaile	prevaile	vvi	prevail	prevail	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
paines	paines	n2	pains	pain	0
in	in	p-acp	in	in	0
reading	reading	vvg	reading	read	0
the	the	dt	the	the	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
judgement	judgement	n1	judgement	judgement	0
for	for	p-acp	for	for	0
approving	approving	vvg	approving	approve	0
it	it	pn31	it	it	0
.	.	.	.	.	1
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
the	the	dt	the	the	0
ANCIENT	ANCIENT	j	ANCIENT	ancient	0
OF	OF	pp-f	OF	of	0
DAIES	DAIES	n2	DAIES	day	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
and	and	cc	and	and	0
increase	increase	vvi	increase	increase	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
the	the	dt	the	the	0
good	good	j	good	good	0
your	your	po22	your	your	0
many	many	d	many	many	0
yeeres	yeeres	n2	years	year	0
have	have	vhb	have	have	0
possessed	possessed	vvn	possessed	possess	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
;	;	;	;	;	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
crowne	crowne	n1	crown	crown	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
16.	16.	crd	16.	16.	0
and	and	cc	and	and	0
a	a	dt	a	a	0
crowne	crowne	n1	crown	crown	0
of	of	pp-f	of	of	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
,	,	,	,	,	0
2	2	crd	2	2	0
Tim.	Tim.	np1	Tim.	Tim.	1
4	4	crd	4	4	0
▪	▪	▪	▪	▪	1
