SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
THat	THat	cst	THat	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
present	present	vvi	present	present	0
You	You	pn22	You	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
so	so	av	so	so	0
honourably	honourably	av-j	honourably	honourable	0
deserved	deserved	vvn	deserved	deserve	0
of	of	pp-f	of	of	0
Antiquity	Antiquity	n1	Antiquity	antiquity	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
add	add	vvi	add	add	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
obligations	obligations	n2	obligations	obligation	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
small	small	j	small	small	0
a	a	dt	a	a	0
retribution	retribution	n1	retribution	retribution	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Romane	Romane	jp	Roman	roman	0
foot	foot	n1	foot	foot	0
,	,	,	,	,	0
&	&	cc	&	and	0
Denarius	Denarius	np1	Denarius	Denarius	0
,	,	,	,	,	0
may	may	vmb	may	may	0
seem	seem	vvi	seem	seem	0
more	more	av-dc	more	more	0
proportionable	proportionable	j	proportionable	proportionable	0
to	to	p-acp	to	to	0
mine	mine	po11	mine	my	0
abilities	abilities	n2	abilities	ability	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
eminency	eminency	n1	eminency	eminency	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
worth	worth	n1	worth	worth	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
You	You	pn22	You	you	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
have	have	vhb	have	have	0
joined	joined	vvn	joined	join	0
the	the	dt	the	the	0
wisdome	wisdome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ancients	Ancients	n2-j	Ancients	ancient	0
,	,	,	,	,	0
and	and	cc	and	and	0
justly	justly	av-j	justly	just	0
have	have	vhb	have	have	0
merited	merited	vvn	merited	merit	0
this	this	d	this	this	0
elogy	elogy	n1	eulogy	elogy	0
,	,	,	,	,	0
—	—	—	—	—	0
Anglorum	Anglorum	fw-la	Anglorum	anglorum	0
gloria	gloria	fw-la	gloria	gloria	0
gentis	gentis	fw-la	gentis	gentis	0
Seldenus	Seldenus	np1	Seldenus	Seldenus	0
,	,	,	,	,	0
An	An	dt	And	a	0
elogy	elogy	n1	eulogy	elogy	0
long	long	av-j	long	long	0
since	since	c-acp	since	since	0
given	given	vvn	given	give	0
You	You	pn22	You	you	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
deservedly	deservedly	av-vvn	deservedly	deserve	0
esteemed	esteemed	vvn	esteemed	esteem	0
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
,	,	,	,	,	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
Hugo	Hugo	np1	Hugo	Hugo	0
Grotius	Grotius	np1	Grotius	Grotius	0
,	,	,	,	,	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
best	best	av-j	best	best	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
importance	importance	n1	importance	importance	0
these	these	d	these	these	0
two	two	crd	two	two	0
are	are	vbr	are	be	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
weights	weights	n2	weights	weight	0
,	,	,	,	,	0
and	and	cc	and	and	0
measures	measures	n2	measures	measure	0
,	,	,	,	,	0
used	used	vvn	used	use	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Ancients	Ancients	n2-j	Ancients	ancient	0
.	.	.	.	.	1
And	And	cc	And	and	0
first	first	ord	first	first	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
measures	measures	n2	measures	measure	0
,	,	,	,	,	0
the	the	dt	the	the	0
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
,	,	,	,	,	0
or	or	cc	or	or	0
cubit	cubit	n1	cubit	cubit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sanctuary	Sanctuary	n1	Sanctuary	sanctuary	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
Josephus	Josephus	np1	Josephus	Josephus	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Rabbines	Rabbines	n2	Rabbines	rabbi	0
:	:	:	:	:	0
the	the	dt	the	the	0
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
and	and	cc	and	and	0
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
in	in	p-acp	in	in	0
Herodotus	Herodotus	np1	Herodotus	Herodotus	0
(	(	(	(	(	0
the	the	dt	the	the	0
former	former	j	former	former	0
equall	equall	j-jn	equal	equal	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Samos	Samos	np1	Samos	Samos	0
:	:	:	:	:	0
the	the	dt	the	the	0
later	later	jc	later	late	0
mis-rendred	mis-rendred	j	mis-rendred	mis-rendred	0
by	by	p-acp	by	by	0
Pliny	Pliny	np1	Pliny	Pliny	0
,	,	,	,	,	0
&	&	cc	&	and	0
Solinus	Solinus	np1	Solinus	Solinus	0
,	,	,	,	,	0
Pes	Pes	fw-la	Pes	pes	0
Babylonius	Babylonius	np1	Babylonius	Babylonius	0
)	)	)	)	)	0
:	:	:	:	:	0
The	The	dt	The	the	0
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
in	in	p-acp	in	in	0
Herodotus	Herodotus	np1	Herodotus	Herodotus	0
,	,	,	,	,	0
containing	containing	vvg	containing	contain	0
XXX	XXX	np1	XXX	Xxx	0
.	.	.	.	.	1
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Strabo	Strabo	np1	Strabo	Strabo	0
,	,	,	,	,	0
sometimes	sometimes	av	sometime	sometime	0
LX	LX	crd	LX	lx	0
.	.	.	.	.	0
sometimes	sometimes	av	sometime	sometime	0
XL	XL	crd	XL	forty	0
.	.	.	.	.	0
and	and	cc	and	and	0
sometimes	sometimes	av	sometime	sometime	0
XXX	XXX	crd	XXX	thirty	0
.	.	.	.	.	1
(	(	(	(	(	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
Hesychius	Hesychius	np1	Hesychius	Hesychius	0
〈	〈	〈	〈	〈	0
in	in	p-acp	in	in	0
non-Latin	non-Latin	j	non-Latin	non-latin	0
alphabet	alphabet	n1	alphabet	alphabet	0
〉	〉	〉	〉	〉	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
Abulfeda	Abulfeda	np1	Abulfeda	Abulfeda	0
three	three	crd	three	three	0
miles	miles	n2	miles	mile	0
:	:	:	:	:	0
