HOnorable	HOnorable	j	Honourable	honourable	0
and	and	cc	and	and	0
beloved	beloved	vvn	beloved	belove	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
•	•	•	•	•	0
e	e	sy	e	e	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
▪	▪	▪	▪	▪	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Citie	Citie	n1	City	city	0
having	having	vhg	having	have	0
Found	Found	vvn	Found	find	0
•	•	•	•	•	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
that	that	cst	that	that	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
moved	moved	vvn	moved	move	0
,	,	,	,	,	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
▪	▪	▪	▪	▪	0
he	he	pns31	he	he	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
fully	fully	av-j	fully	full	0
assused	assused	vvn	assused	assuse	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
certain	certain	j	certain	certain	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
being	being	vbg	being	be	0
••	••	••	••	••	0
thing	thing	n1	thing	thing	0
more	more	av-dc	more	more	0
abundantly	abundantly	av-j	abundantly	abundant	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
more	more	av-dc	more	more	0
clearly	clearly	av-j	clearly	clear	0
promised	promised	vvn	promised	promise	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
And	And	cc	And	and	0
that	that	cst	that	that	0
yee	yee	pn22	ye	you	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
your	your	po22	your	your	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
and	and	cc	and	and	0
troubles	troubles	vvz	troubles	trouble	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
places	places	n2	places	place	0
wheresoever	wheresoever	c-crq	wheresoever	wheresoever	0
yee	yee	pn22	ye	you	0
are	are	vbr	are	be	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
your	your	po22	your	your	0
mournings	mournings	n2	mournings	mourning	0
,	,	,	,	,	0
sorro	sorro	n1	sorrow	sorrow	0
•	•	•	•	•	0
es	es	fw-ge	es	es	0
,	,	,	,	,	0
paines	paines	n2	pains	pain	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
teares	teares	n2	tears	tear	0
,	,	,	,	,	0
graves	graves	n2	graves	grave	0
,	,	,	,	,	0
dust	dust	n1	dust	dust	0
▪	▪	▪	▪	▪	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
to	to	pc-acp	to	to	0
