RIGHT	RIGHT	av-jn	RIGHT	right	0
HONOURABLE	HONOURABLE	j	HONOURABLE	honourable	0
,	,	,	,	,	0
AS	AS	p-acp	AS	as	0
in	in	p-acp	in	in	0
ſundry	ſundry	j	ſundry	ſundry	0
other	other	j-jn	other	other	0
ages	ages	n2	ages	age	0
and	and	cc	and	and	0
places	places	n2	places	place	0
,	,	,	,	,	0
ſo	ſo	av	ſo	ſo	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
age	age	n1	age	age	0
and	and	cc	and	and	0
place	place	n1	place	place	0
wherein	wherein	c-crq	wherein	wherein	0
we	we	pns12	we	we	0
now	now	av	now	now	0
live	live	vvb	live	live	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
my	my	po11	my	my	0
Text	Text	n1	Text	text	0
been	been	vbn	been	be	0
verified	verified	vvn	verified	verify	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
compaſſe	compaſſe	n1	compass	compass	0
of	of	pp-f	of	of	0
theſe	theſe	d	theſe	theſe	0
laſt	laſt	ord	laſt	laſt	0
five	five	crd	five	five	0
years	years	n2	years	year	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
better	better	jc	better	better	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
then	then	av	then	then	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
beginnings	beginnings	n2	beginnings	beginning	0
:	:	:	:	:	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
great	great	j	great	great	0
and	and	cc	and	and	0
juſt	juſt	j	juſt	juſt	0
cauſe	cauſe	n1	cauſe	cauſe	0
to	to	pc-acp	to	to	0
hope	hope	vvi	hope	hope	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
yet	yet	av	yet	yet	0
continue	continue	vvi	continue	continue	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
better	better	av-jc	better	better	0
and	and	cc	and	and	0
better	better	av-jc	better	better	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
eſpecial	eſpecial	j	eſpecial	eſpecial	0
evidence	evidence	n1	evidence	evidence	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
good	good	j	good	good	0
providence	providence	n1	providence	providence	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
great	great	j	great	great	0
Counſel	Counſel	n1	Counſel	counſel	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
was	was	vbds	was	be	0
called	called	vvn	called	call	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
called	called	vvn	called	call	0
.	.	.	.	.	1
The	The	dt	The	the	0
State	State	n1	State	state	0
of	of	pp-f	of	of	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
was	was	vbds	was	be	0
ſo	ſo	av	ſo	ſo	0
farre	farre	av-j	far	far	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
order	order	n1	order	order	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
diſorder	diſorder	n1	diſorder	diſorder	0
in	in	p-acp	in	in	0
