Right	Right	av-jn	Right	right	0
Worſhipfull	Worſhipfull	j	Worshipful	worshipful	0
,	,	,	,	,	0
Beloved	Beloved	j-vvn	Beloved	belove	0
,	,	,	,	,	0
and	and	cc	and	and	0
Chriſtian	Chriſtian	njp	Chriſtian	chriſtian	0
friends	friends	n2	friends	friend	0
▪	▪	▪	▪	▪	0
AS	AS	p-acp	AS	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
building	building	n-vvg	building	build	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
many	many	d	many	many	0
hands	hands	n2	hands	hand	0
were	were	vbdr	were	be	0
imployed	imployed	vvn	employed	employ	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
raiſing	raiſing	n-vvg	raiſing	raiſ	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
glorious	glorious	j	glorious	glorious	0
Structure	Structure	n1	Structure	structure	0
:	:	:	:	:	0
Solomon	Solomon	np1	Solomon	Solomon	0
did	did	vdd	did	do	0
raiſe	raiſe	vvi	raiſe	raiſe	0
a	a	dt	a	a	0
tribute	tribute	n1	tribute	tribute	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
work	work	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
all	all	d	all	all	0
imployed	imployed	vvn	employed	employ	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
ſeverall	ſeverall	j	several	several	0
abilities	abilities	n2	abilities	ability	0
;	;	;	;	;	0
ſome	ſome	d	ſome	ſome	0
did	did	vdd	did	do	0
work	work	vvi	work	work	0
in	in	p-acp	in	in	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
ſilver	ſilver	n1	ſilver	ſilver	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
braſſe	braſſe	n1	brass	brass	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
iron	iron	n1	iron	iron	0
,	,	,	,	,	0
